,mid,name,sex,level,has_fans_badge,title,has_live_room,zone
37199377,37199377,沧桑丸,保密,6,True,bilibili 知名UP主,1,"{'动画': 6, '舞蹈': 1, '生活': 4, '影视': 1, '美食': 1, '游戏': 47}"
7817472,7817472,某声悠,男,6,True,bilibili 知名UP主,1,"{'动画': 64, '生活': 179, '音乐': 32, '游戏': 11}"
7946235,7946235,顾于浮生如梦,男,6,True,bilibil直播签约主播,1,"{'生活': 14, '音乐': 1, '游戏': 538}"
69307,69307,库特菌,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 1, '舞蹈': 1, '生活': 23, '数码': 8, '美食': 12, '音乐': 6, '知识': 1, '游戏': 217}"
8730238,8730238,小熊flippy,保密,6,False,bilibili 知名游戏UP主,1,"{'生活': 4, '游戏': 236}"
151365295,151365295,Suzy_Z_,女,6,True,时尚领域优质UP主,1,"{'时尚': 52, '生活': 3}"
521249172,521249172,乌鸦校尉CaptainWuya,保密,6,True,乌鸦校尉官方账号,0,"{'生活': 2, '知识': 42}"
101575318,101575318,大白兔白不白,男,6,False,bilibili 知名UP主,1,"{'动画': 74, '舞蹈': 1, '番剧': 1, '生活': 114, '国创': 139, '影视': 573, '音乐': 3, '知识': 3, '游戏': 50, '娱乐': 3}"
247743458,247743458,呆妹儿小霸王,保密,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 1, '舞蹈': 1, '生活': 57, '游戏': 195}"
198439,198439,可可味,女,6,True,bilibili 直播签约主播,1,"{'动画': 87, '生活': 7, '美食': 1, '音乐': 28, '游戏': 66}"
28330240,28330240,叶无趣,男,6,True,bilibili 知名UP主,1,{'生活': 130}
94336414,94336414,清华数学系坑老师,男,6,True,bilibili 知名UP主,1,"{'生活': 10, '知识': 573, '娱乐': 1}"
34279833,34279833,菜菜美食日记,女,6,True,bilibili 知名美食UP主，菜菜美食日记官方账号,1,"{'生活': 2, '美食': 412}"
6154152,6154152,戏精牡丹,保密,6,True,bilibili 知名搞笑UP主,1,"{'生活': 150, '影视': 3, '美食': 3, '娱乐': 1}"
10897973,10897973,小透明阿九,保密,6,True,bilibili 知名UP主,1,"{'动画': 47, '生活': 21, '影视': 1, '游戏': 1}"
298484,298484,小狼XF,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 10, '生活': 24, '美食': 1, '音乐': 8, '游戏': 494}"
474521380,474521380,绝命老铁,保密,6,True,知识领域优质UP主,1,"{'生活': 1, '知识': 51, '游戏': 1}"
81824112,81824112,导演小策,保密,6,True,bilibili 知名搞笑UP主,1,"{'生活': 122, '影视': 10, '知识': 1}"
12807175,12807175,法老爷爷,保密,6,True,中国说唱歌手法老Pharaoh,1,"{'生活': 9, '影视': 2, '美食': 1, '音乐': 10, '娱乐': 2}"
2948981,2948981,冷水煮乐器,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'生活': 55, '美食': 3, '音乐': 2, '知识': 62}"
43310262,43310262,Minecraft我的世界官方,保密,6,True,我的世界中国版手游,1,"{'生活': 2, '游戏': 248}"
11730197,11730197,MordonFreeman,保密,6,True,bilibili 知名UP主,1,"{'生活': 579, '影视': 1, '音乐': 3, '知识': 8, '游戏': 16}"
2689967,2689967,醋醋cucu,女,6,True,bilibili 知名UP主,1,"{'动画': 3, '舞蹈': 77, '时尚': 1, '生活': 16, '音乐': 17, '游戏': 8, '娱乐': 1}"
2522486,2522486,涛哥测评,男,6,True,bilibili 知名UP主,1,"{'动画': 421, '时尚': 2, '生活': 22, '数码': 22, '美食': 10, '知识': 9}"
351583506,351583506,数学微课帮,保密,6,True,bilibili 知名UP主,1,{'知识': 66}
349991143,349991143,神楽Mea_Official,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 466, '音乐': 81, '游戏': 95}"
2223018,2223018,舞小喵,女,6,True,bilibili 知名舞蹈UP主、直播签约主播,1,"{'舞蹈': 52, '生活': 2, '美食': 1, '音乐': 1}"
6997378,6997378,仙女110,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 138, '生活': 8, '美食': 2, '音乐': 2, '娱乐': 1}"
4370617,4370617,哀是麦子的球迷,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 256, '生活': 4, '国创': 22, '影视': 26, '美食': 1, '知识': 1, '游戏': 49}"
11733609,11733609,一条正弦,女,6,True,bilibili 知名UP主,1,"{'生活': 87, '美食': 1, '知识': 12}"
1285446,1285446,银子丶丶,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 2, '生活': 1, '数码': 1, '游戏': 1224}"
31220044,31220044,小贝饿了,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 2, '美食': 165}"
7655977,7655977,十二礼,女,6,True,bilibili 知名Vlog UP主,1,"{'时尚': 8, '生活': 47, '美食': 2, '音乐': 3, '游戏': 2}"
20530305,20530305,庄不纯,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 57, '鬼畜': 22, '舞蹈': 1, '生活': 4, '音乐': 3, '知识': 1, '游戏': 33}"
477631979,477631979,vansamaofficial,保密,6,True,,1,"{'舞蹈': 2, '生活': 60, '美食': 1, '游戏': 8}"
72209046,72209046,央视纪录,保密,6,True,中央电视台纪录频道官方账号,1,"{'生活': 15, '国创': 1, '纪录片': 90, '影视': 4, '资讯': 165, '知识': 34, '娱乐': 1}"
33918431,33918431,喵来啦_,女,6,True,bilibili 知名萌宠UP主,1,"{'时尚': 1, '生活': 267, '知识': 1}"
13043933,13043933,长腿毛的哥哥,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 193, '生活': 5, '国创': 15, '影视': 2, '数码': 1, '音乐': 1, '游戏': 6}"
416523954,416523954,突击手蜜獾,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 4, '数码': 1, '游戏': 445}"
11100920,11100920,飞社长,保密,6,True,bilibili 知名搞笑UP主,1,"{'动画': 6, '生活': 136, '美食': 19}"
8482768,8482768,ZEALER官方频道,保密,6,True,ZEALER中国官方账号,1,"{'电视剧': 3, '舞蹈': 2, '时尚': 8, '生活': 540, '国创': 4, '纪录片': 92, '影视': 22, '数码': 941, '资讯': 19, '美食': 13, '音乐': 12, '知识': 542, '游戏': 8, '娱乐': 25}"
483203976,483203976,理查德-克莱德曼,男,6,False,钢琴家理查德克莱德曼,0,"{'音乐': 41, '娱乐': 17}"
71302461,71302461,白帽黑客教程,保密,6,True,bilibili 知名科技UP主,1,"{'生活': 1, '知识': 31}"
99902757,99902757,音乐君,男,6,True,bilibili 知名音乐UP主,1,"{'生活': 1, '音乐': 215}"
75,75,丸子,男,6,True,bilibili 直播签约主播,1,"{'动画': 14, '鬼畜': 20, '生活': 20, '影视': 6, '数码': 2, '美食': 1, '音乐': 8, '知识': 4, '游戏': 712}"
20892823,20892823,柠檬派奇幻漂流,男,6,True,bilibili 知名游戏UP主,1,"{'生活': 68, '资讯': 1, '游戏': 34}"
430969192,430969192,方锦龙,男,6,True,五弦琵琶方锦龙,1,"{'生活': 6, '音乐': 50, '知识': 2, '游戏': 1, '娱乐': 9}"
3969839,3969839,M-菌,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 146, '生活': 5, '国创': 21, '影视': 21, '游戏': 10, '娱乐': 1}"
18739124,18739124,TrevorJames吃货老外,保密,6,False,bilibili 知名美食UP主,1,"{'生活': 2, '美食': 205}"
24301201,24301201,马蹄厨房,男,6,True,bilibili 知名美食UP主,1,{'美食': 134}
19319172,19319172,差评君,保密,6,True,bilibili 知名UP主,1,"{'生活': 1, '知识': 31, '游戏': 2}"
35581334,35581334,猪肉熟了,保密,6,True,bilibili 知名娱乐UP主,1,"{'生活': 15, '纪录片': 22, '影视': 14, '娱乐': 342}"
888465,888465,暗猫の祝福,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 147, '国创': 15, '影视': 4, '音乐': 7, '知识': 1, '游戏': 7}"
13279707,13279707,最上川下山,保密,6,True,bilibili 知名UP主,1,"{'动画': 47, '鬼畜': 6, '生活': 5, '国创': 1, '数码': 2, '游戏': 3, '娱乐': 1}"
406517693,406517693,甘子七,保密,6,True,bilibili 知名搞笑UP主,1,"{'生活': 85, '影视': 60, '游戏': 1}"
24738601,24738601,李老鼠说车,男,6,True,bilibili 知名科技UP主,1,"{'时尚': 2, '生活': 628, '纪录片': 1, '音乐': 1, '知识': 6}"
21876627,21876627,-谢安然-,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 3, '时尚': 30, '生活': 23, '音乐': 1}"
7375428,7375428,Tocci椭奇,保密,6,True,bilibili 知名舞蹈UP主、直播签约主播,1,"{'舞蹈': 86, '生活': 6, '音乐': 1}"
16419172,16419172,灵魂健身杨老师,保密,6,True,bilibili 知名运动UP主,1,"{'时尚': 170, '生活': 18, '美食': 3, '音乐': 2, '知识': 1, '游戏': 1}"
64137054,64137054,解说七老爷,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'生活': 46, '美食': 1, '音乐': 2, '知识': 2, '游戏': 885}"
46622315,46622315,老撕鸡本鸡,男,6,True,,1,"{'动画': 1, '时尚': 1, '生活': 71, '影视': 2, '数码': 4, '美食': 17, '游戏': 935}"
382189062,382189062,Youtube中文字幕组,保密,6,True,bilibili 知名UP主,1,"{'动画': 28, '鬼畜': 1, '时尚': 2, '生活': 108, '影视': 2, '数码': 1, '音乐': 5, '知识': 8}"
9097604,9097604,厨娘物语c小鹿哟,保密,6,False,bilibili 知名美食UP主,1,"{'生活': 25, '美食': 297}"
15324420,15324420,数据库kira,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 138, '生活': 6, '国创': 10, '影视': 1, '知识': 85, '游戏': 9}"
285571498,285571498,盖里老哥,男,6,True,bilibili 知名UP主,1,"{'时尚': 1, '生活': 166, '美食': 4}"
456404164,456404164,皮科医生魏小博,保密,6,True,bilibili 知名科普UP主,1,"{'时尚': 23, '生活': 4, '知识': 36}"
11061327,11061327,小夏哒独炊札记,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 4, '美食': 219}"
25954179,25954179,仇仇qiuqiu,保密,6,False,bilibili 知名时尚UP主,1,"{'时尚': 253, '生活': 24, '影视': 1}"
101229184,101229184,滇西小哥,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 11, '纪录片': 4, '美食': 198}"
9117212,9117212,约谈人参,保密,6,True,bilibili知名UP主,1,"{'动画': 20, '鬼畜': 188, '番剧': 1, '生活': 4, '国创': 10, '影视': 5, '音乐': 6, '知识': 1, '游戏': 2}"
33253839,33253839,陈雅楠cyn,保密,6,True,bilibili 知名UP主,1,"{'动画': 340, '生活': 10, '国创': 64, '影视': 4, '音乐': 1, '知识': 2, '游戏': 13, '娱乐': 2}"
587840959,587840959,毛戈平,男,6,False,知名化妆师，MAOGEPING品牌创始人,0,{'时尚': 10}
10893225,10893225,小米粥好好喝呀qwq,保密,6,True,bilibili 知名舞蹈UP主、直播签约主播,1,"{'舞蹈': 100, '时尚': 1, '生活': 8}"
402576555,402576555,画渣花小烙,保密,6,True,bilibili 知名UP主,0,"{'生活': 1, '知识': 113, '游戏': 1, '娱乐': 1}"
13826185,13826185,田逾欢sirius,男,6,True,bilibili 知名UP主,1,"{'时尚': 236, '生活': 27, '美食': 3, '娱乐': 1}"
96070394,96070394,推背兔の,保密,6,False,bilibili 知名UP主,1,"{'动画': 1, '鬼畜': 140, '生活': 2, '音乐': 1, '游戏': 2}"
334561994,334561994,在下李灿,男,6,True,bilibili 知名美食UP主,1,"{'动画': 5, '生活': 31, '美食': 211}"
344447169,344447169,体态大师App,保密,6,False,,0,"{'时尚': 17, '生活': 4}"
483311105,483311105,先看评测,保密,6,False,bilibili 知名科技UP主,0,"{'生活': 1, '数码': 33}"
216844,216844,玩偶菌,男,6,True,bilibili 知名UP主,1,"{'动画': 305, '生活': 1, '国创': 6}"
110631,110631,宫本狗雨,男,6,True,bilibili直播签约主播,1,"{'生活': 7, '游戏': 251}"
259333,259333,矮乐多Aliga,女,6,True,bilibili 知名搞笑UP主,1,"{'舞蹈': 41, '时尚': 13, '生活': 66, '影视': 1, '美食': 2, '音乐': 15, '游戏': 1}"
213845897,213845897,天才简史,保密,6,True,bilibili 知名UP主,1,"{'纪录片': 2, '影视': 1, '知识': 196}"
434346657,434346657,北京大学,保密,6,True,北京大学官方账号,1,"{'舞蹈': 3, '生活': 141, '影视': 2, '资讯': 2, '音乐': 2, '知识': 167, '游戏': 1}"
8112659,8112659,胥渡吧,男,6,True,bilibili 知名UP主,1,"{'动画': 3, '电视剧': 18, '生活': 224, '影视': 128, '音乐': 5, '娱乐': 50}"
80991539,80991539,聊点什么叭,女,6,True,bilibili 知名搞笑UP主、直播签约主播,1,"{'舞蹈': 1, '时尚': 6, '生活': 84, '美食': 1}"
37974444,37974444,黑马程序员,保密,6,True,北京传智播客教育科技有限公司,1,"{'生活': 4, '音乐': 1, '知识': 730}"
270355850,270355850,何止电影,保密,6,True,bilibili 知名影视UP主,1,"{'生活': 1, '影视': 228, '资讯': 1}"
419872064,419872064,老饭骨,男,6,True,bilibili 知名美食UP主,0,"{'生活': 1, '美食': 196}"
95494347,95494347,狠毒女孩Money,女,6,True,,1,"{'时尚': 54, '生活': 4, '音乐': 1, '娱乐': 4}"
8581342,8581342,浅野菌子,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'舞蹈': 57, '时尚': 6, '生活': 75, '美食': 5, '音乐': 29, '游戏': 8}"
15377173,15377173,烟季,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 63, '鬼畜': 1, '生活': 4, '国创': 1, '音乐': 2, '游戏': 222}"
14871346,14871346,硬件茶谈,男,6,True,bilibili 知名科技UP主,1,{'数码': 60}
125269176,125269176,乐乐课堂,保密,6,True,乐乐课堂官方账号,1,"{'动画': 22, '知识': 612}"
4397552,4397552,猫猫村长,女,6,True,bilibili 知名搞笑UP主,1,"{'动画': 9, '生活': 1137, '影视': 5, '音乐': 32, '游戏': 1}"
12434430,12434430,LinusTechTips,男,6,False,,1,"{'生活': 9, '数码': 1783, '知识': 18, '游戏': 3}"
12855005,12855005,柿子菌meow,男,6,True,bilibili 知名萌宠UP主,1,"{'生活': 847, '美食': 34, '知识': 2, '娱乐': 5}"
265578856,265578856,叫我tina小姐姐,保密,6,True,bilibili 知名时尚UP主,1,"{'时尚': 105, '生活': 19, '美食': 1}"
21306228,21306228,非我执笔,保密,6,True,bilibili 知名UP主,1,"{'影视': 46, '知识': 1, '游戏': 1}"
33775467,33775467,人民网,保密,6,False,人民网官方账号,0,"{'动画': 1, '生活': 201, '国创': 1, '纪录片': 2, '影视': 4, '数码': 1, '资讯': 841, '美食': 4, '音乐': 9, '知识': 48, '娱乐': 1}"
355596637,355596637,一鹿有车,保密,6,True,bilibili 知名汽车UP主,1,{'生活': 251}
927687,927687,折腾5号,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 3, '生活': 33, '纪录片': 3, '数码': 7, '美食': 2, '音乐': 11, '游戏': 999}"
2829782,2829782,何必Hebee,男,6,True,bilibili 知名UP主,1,"{'动画': 215, '鬼畜': 5, '舞蹈': 1, '生活': 7, '国创': 5, '影视': 13, '美食': 1, '音乐': 6, '知识': 1, '游戏': 34}"
67141,67141,C酱です,保密,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 4, '生活': 3, '游戏': 99}"
348630592,348630592,十分绘画,保密,6,True,bilibili 知名UP主,1,"{'动画': 7, '生活': 117}"
605205509,605205509,广西吴恩师,保密,6,False,吴恩师官方账号,0,"{'生活': 1, '音乐': 29}"
102984190,102984190,独立菌儿,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 7, '影视': 1, '数码': 1, '知识': 6, '游戏': 108}"
322010320,322010320,阿神的Bili官方頻道,保密,6,True,,0,{}
2177677,2177677,出格字幕组,男,6,True,"bilibili 知名动漫UP主,专栏优质UP主",1,"{'动画': 355, '生活': 10, '影视': 4, '音乐': 2, '知识': 1, '游戏': 1}"
25503580,25503580,布锅锅,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 1, '鬼畜': 1, '音乐': 15, '游戏': 769}"
2929048,2929048,网易暴雪游戏视频,保密,6,False,上海网之易网络科技发展有限公司,1,"{'生活': 1, '游戏': 959}"
198748058,198748058,风声君,保密,6,True,bilibili 知名UP主,0,"{'动画': 1, '生活': 78}"
12761764,12761764,骚男丶注意马叉虫,男,6,False,游戏主播骚男,0,"{'时尚': 4, '生活': 11, '游戏': 15}"
434376696,434376696,阿Test正经比比,保密,6,True,bilibili 知名UP主,0,{'知识': 65}
149558293,149558293,越哥说电影,保密,6,True,bilibili 知名影视UP主,1,{'影视': 499}
13337125,13337125,GoldenEggs,保密,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 6, '游戏': 73}"
51705359,51705359,亚军频道,男,6,True,bilibili 知名UP主,1,"{'时尚': 47, '生活': 13, '纪录片': 28, '美食': 6}"
391774002,391774002,NASA宇宙,保密,6,True,,1,"{'动画': 8, '鬼畜': 1, '生活': 32, '影视': 43, '数码': 7, '音乐': 15, '知识': 422, '游戏': 1}"
2929582,2929582,折纸的白叔,保密,6,True,bilibili 知名UP主,1,"{'生活': 281, '纪录片': 1, '数码': 1, '音乐': 1}"
37746255,37746255,多拉的十九N,保密,6,True,bilibili 知名美食UP主,1,{'美食': 193}
356798697,356798697,游戏X博士,保密,6,True,bilibili 知名游戏UP主,1,"{'生活': 1, '游戏': 150}"
339800866,339800866,双生视界,保密,6,False,双生视界 手游官方账号,1,"{'生活': 1, '游戏': 39}"
1438811,1438811,请叫我王胖子,保密,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 9, '鬼畜': 1, '生活': 3, '影视': 2, '数码': 1, '音乐': 88}"
374716732,374716732,渔人阿烽,男,6,True,bilibili 知名UP主,0,"{'生活': 23, '美食': 378}"
39915398,39915398,MrYang杨家成,男,6,True,bilibili 知名UP主,1,"{'舞蹈': 1, '时尚': 10, '生活': 243, '纪录片': 4, '影视': 8, '美食': 4, '音乐': 71, '知识': 19, '游戏': 1, '娱乐': 30}"
69940927,69940927,吃饭啦光小强,男,6,True,bilibili 知名UP主,1,"{'生活': 11, '美食': 542}"
159122,159122,惜缘、过去,保密,6,True,bilibili 知名鬼畜UP主,1,{'鬼畜': 86}
16720403,16720403,pcyxjy,女,6,False,bilibili 知名娱乐UP主,1,"{'舞蹈': 779, '生活': 3, '美食': 1, '音乐': 2470, '知识': 1, '游戏': 1, '娱乐': 1768}"
35562588,35562588,花里胡哨草履虫,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'生活': 1, '游戏': 52}"
324879,324879,CRAZY262,保密,6,True,bilibili 知名军事UP主，军武官方账号,1,"{'动画': 8, '鬼畜': 1, '生活': 14, '纪录片': 16, '影视': 27, '资讯': 4, '美食': 1, '音乐': 2, '知识': 568, '游戏': 171}"
241832237,241832237,一枝南南,保密,6,False,bilibili 知名时尚UP主,1,"{'时尚': 167, '生活': 20, '美食': 1, '娱乐': 1}"
346353480,346353480,济公爷爷_游本昌,保密,6,True,著名表演艺术家,1,"{'生活': 77, '影视': 3, '娱乐': 2}"
4050333,4050333,鬼影SAMA,男,6,True,bilibili 知名UP主,1,"{'动画': 2, '生活': 86, '国创': 3, '数码': 2, '美食': 1, '游戏': 367}"
14506388,14506388,哎呀我去刘老师,男,6,True,bilibili 知名UP主,1,"{'时尚': 1, '生活': 108, '影视': 48, '数码': 1, '美食': 2, '音乐': 2, '知识': 2, '游戏': 52}"
20163112,20163112,猫神辣椒酱,保密,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 2, '生活': 41, '数码': 1, '音乐': 1, '游戏': 1477}"
11139681,11139681,街头艺人小高,保密,6,True,音乐领域优质UP主,1,{'音乐': 86}
142371069,142371069,米国脱口秀,女,6,True,bilibili 知名娱乐UP主,1,"{'动画': 1, '生活': 8, '娱乐': 231}"
353230307,353230307,Da圣音乐,保密,6,True,bilibili 知名音乐UP主,1,"{'动画': 4, '舞蹈': 2, '生活': 2, '影视': 3, '音乐': 329, '游戏': 1, '娱乐': 6}"
361471422,361471422,Re0手游,保密,5,False,从零开始的异世界生活-INFINITY官方账号,1,{'游戏': 31}
25356402,25356402,Junn杰俊,男,6,True,bilibili 知名UP主,1,"{'生活': 92, '知识': 17}"
17901717,17901717,马戏糍,保密,6,True,bilibili 知名时尚UP主,1,"{'时尚': 101, '生活': 5}"
80900494,80900494,捕月说,男,6,True,bilibili 知名UP主,1,"{'生活': 10, '影视': 3, '知识': 83}"
364605395,364605395,暗部世界,保密,6,True,bilibili 知名UP主,1,"{'生活': 105, '游戏': 1}"
5128788,5128788,ElenaLin_青青,保密,6,True,Vlog领域优质UP主,1,"{'动画': 1, '时尚': 8, '生活': 77, '影视': 1, '数码': 8, '美食': 1, '知识': 39}"
50111839,50111839,小琨爱小蛊,保密,6,True,bilibili 知名游戏UP主,1,"{'动画': 5, '生活': 12, '国创': 4, '影视': 1, '游戏': 894}"
19369243,19369243,小喵西さま,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'生活': 80, '音乐': 2}"
103073257,103073257,小饭堂视频,女,6,True,bilibili 知名游戏UP主,1,"{'动画': 2, '鬼畜': 6, '舞蹈': 4, '生活': 17, '美食': 8, '音乐': 3, '游戏': 609}"
473837611,473837611,新华社,保密,6,True,新华社官方账号,1,"{'动画': 1, '时尚': 2, '生活': 52, '国创': 1, '纪录片': 47, '影视': 49, '数码': 1, '资讯': 701, '美食': 6, '音乐': 27, '知识': 58, '娱乐': 1}"
275981,275981,小绝,男,6,True,bilibili 知名游戏UP主,1,"{'时尚': 1, '生活': 9, '数码': 1, '游戏': 295}"
234782,234782,祈Inory,女,6,True,,1,"{'动画': 6, '生活': 13, '音乐': 298, '知识': 2, '游戏': 7}"
303517323,303517323,五金少女,保密,6,False,bilibili 知名UP主,1,{'生活': 16}
38053181,38053181,oooooohmygosh,男,6,True,bilibili 知名UP主,1,{'知识': 14}
67907025,67907025,猴博士爱讲课,保密,6,False,,1,{'知识': 31}
168687092,168687092,鸽子不咕啊,保密,6,True,bilibili 知名UP主,1,"{'动画': 34, '鬼畜': 3, '生活': 3, '游戏': 11}"
5771902,5771902,波靖仔,男,6,True,Vlog领域优质UP主,1,"{'时尚': 1, '生活': 47, '影视': 4, '美食': 156, '音乐': 1, '游戏': 1, '娱乐': 3}"
359516438,359516438,TED超级演讲家,女,6,True,bilibili 知名科普UP主,0,"{'动画': 35, '生活': 22, '国创': 1, '影视': 6, '知识': 907}"
249491937,249491937,GLR_G,保密,6,True,Vlog领域优质UP主,1,"{'时尚': 120, '生活': 62}"
474853499,474853499,李如儒也是李蠕蠕,保密,6,False,bilibili 知名UP主,0,"{'生活': 97, '音乐': 1, '游戏': 1, '娱乐': 1}"
198297,198297,进击的冰糖,女,6,True,bilibili 知名UP主、直播签约主播,1,"{'动画': 531, '鬼畜': 2, '番剧': 2, '生活': 4, '音乐': 75, '知识': 1, '游戏': 114, '娱乐': 1}"
42870908,42870908,网不红萌叔Joey,男,6,True,bilibili 知名UP主,1,"{'时尚': 17, '生活': 195, '数码': 1, '美食': 62, '游戏': 2}"
9068441,9068441,冰攻厂BeSo,保密,6,True,bilibili 知名鬼畜UP主,1,"{'动画': 3, '鬼畜': 94, '生活': 2, '音乐': 1, '娱乐': 1}"
19419058,19419058,10后找人带,男,6,True,bilibili 知名游戏UP主,1,"{'鬼畜': 3, '生活': 76, '音乐': 1, '知识': 1, '游戏': 2831}"
41683,41683,TranScend全盛舞蹈工作室,保密,6,False,深圳市南山区全盛舞蹈工作室,1,"{'舞蹈': 717, '生活': 2, '娱乐': 3}"
388063772,388063772,GoDlike_神超,保密,6,True,LOL前职业选手神超,0,"{'鬼畜': 1, '生活': 1, '游戏': 935}"
2691287,2691287,小巫酱w,保密,6,True,bilibili 知名舞蹈UP主、直播签约主播,1,"{'舞蹈': 204, '时尚': 16, '生活': 50, '影视': 1, '美食': 1, '知识': 3}"
299732210,299732210,-TS映画-,保密,6,True,bilibili 新星UP主,1,"{'动画': 199, '鬼畜': 1, '生活': 1, '国创': 51, '影视': 2, '数码': 1, '音乐': 19, '游戏': 13}"
19859602,19859602,Real麦克老师,男,6,False,bilibili 知名科普UP主,1,"{'鬼畜': 1, '生活': 161, '纪录片': 1, '影视': 5, '美食': 18, '音乐': 1, '知识': 67, '娱乐': 8}"
16671656,16671656,空卡空卡空空卡,女,6,True,bilibili 知名UP主,1,"{'舞蹈': 3, '时尚': 18, '生活': 19, '美食': 1, '音乐': 1, '知识': 65}"
80304,80304,亚食人,保密,6,True,bilibili 知名动漫UP主,1,"{'动画': 52, '生活': 6, '国创': 27, '影视': 87, '知识': 35, '游戏': 22}"
14328316,14328316,艺画开天,保密,6,True,艺画开天 官方账号,1,"{'动画': 1, '生活': 1, '国创': 52, '游戏': 1}"
38829,38829,本气黑猫,男,6,True,bilibili 知名游戏UP主,1,"{'动画': 88, '番剧': 1, '游戏': 1800}"
3218685,3218685,小满家的晚饭,保密,6,True,bilibili 知名美食UP主,1,"{'生活': 6, '美食': 68}"
410964,410964,胖雪人Ozu,男,6,True,bilibili 知名UP主，《我是特优声》声音演员,1,"{'生活': 19, '影视': 2, '数码': 3, '音乐': 13, '知识': 51, '游戏': 1, '娱乐': 3}"
20646254,20646254,暴走吧bilibili,保密,5,True,,1,{'娱乐': 23}
249608727,249608727,杨可爱Ukulele,女,6,True,bilibili 知名音乐UP主,1,"{'时尚': 4, '生活': 6, '音乐': 113}"
15877140,15877140,都说先生,男,6,True,bilibili 知名动漫UP主,1,"{'动画': 329, '生活': 26, '国创': 11, '影视': 55, '知识': 2}"
36046546,36046546,时空小涵,男,6,True,bilibili 知名UP主,1,"{'生活': 1, '游戏': 157}"
26311441,26311441,一咸菊菊,保密,6,True,bilibili 知名UP主，「创想无双——bilibili新作大乱斗」特别优胜奖获得者,1,"{'鬼畜': 100, '生活': 1, '音乐': 1}"
301940,301940,Gluneko,男,6,True,bilibili 知名UP主,1,"{'音乐': 12, '游戏': 136}"
3211302,3211302,艾尔十六,男,6,True,bilibili 知名UP主,1,"{'动画': 209, '鬼畜': 5, '生活': 2, '国创': 18, '影视': 2, '游戏': 7}"
548824,548824,鸡鸡·夫斯基,保密,6,False,bilibili 知名UP主,1,"{'鬼畜': 272, '生活': 43, '影视': 20, '音乐': 2, '游戏': 43}"
13164144,13164144,魔法Zc目录,男,6,True,bilibili 知名游戏UP主、直播签约主播,1,"{'动画': 1, '生活': 3, '音乐': 1, '游戏': 163}"
3386870,3386870,轩邈Elias,男,6,True,bilibili 知名影视UP主,1,"{'动画': 7, '舞蹈': 1, '生活': 7, '国创': 8, '影视': 114, '数码': 2, '音乐': 1, '游戏': 16, '娱乐': 44}"
250475408,250475408,阿里巴巴,保密,6,True,阿里巴巴官方账号,1,"{'动画': 30, '鬼畜': 6, '舞蹈': 11, '时尚': 5, '生活': 202, '纪录片': 26, '影视': 30, '数码': 2, '美食': 12, '音乐': 59, '知识': 95, '游戏': 5, '娱乐': 9}"
388576777,388576777,英语的平行世界,男,6,True,知识领域优质UP主,0,"{'时尚': 1, '生活': 9, '影视': 2, '知识': 291}"
386043247,386043247,腾格尔,男,6,True,歌唱家腾格尔,1,"{'舞蹈': 2, '生活': 37, '影视': 1, '音乐': 30, '知识': 1, '游戏': 1, '娱乐': 8}"
491593210,491593210,姬一元,男,6,True,bilibili 知名UP主,1,"{'动画': 5, '生活': 81, '美食': 7, '游戏': 7, '娱乐': 2}"
32741563,32741563,非人哉工作室,保密,6,True,非人哉官方账号,1,"{'动画': 6, '鬼畜': 1, '生活': 1, '国创': 435, '音乐': 3}"
10942427,10942427,香喷喷的小烤鸡,男,6,True,bilibili 知名美食UP主,1,"{'动画': 1, '生活': 17, '美食': 168, '音乐': 1, '游戏': 3}"
